timestamp,open,high,low,close,volume
2021-07-15,50.5,51.28,50.21,51.02,4468334
2021-07-16,51.47,51.49,49.9742,50.09,2533976
2021-07-19,48.43,48.52,46.91,47.98,7034008
2021-07-20,47.2,51.11,47.06,50.9,7308203
2021-07-21,51.72,52.9649,51.45,52.52,3591054
2021-07-22,52.43,52.56,51.663,52.11,2934675
2021-07-23,52.54,53.055,51.65,51.79,2142329
2021-07-26,51.95,52.8936,51.71,51.92,3217845
2021-07-27,51.27,51.98,51.05,51.35,2294952
2021-07-28,51.56,51.725,50.4,51.06,2508849
2021-07-29,51.73,52.615,51.605,52.19,2344744
2021-07-30,51.57,52.58,51.09,51.36,2405490
2021-08-02,51.81,52.45,50.88,51.12,2322665
2021-08-03,51.15,51.31,49.45,50.97,2749420
2021-08-04,50.39,51.14,50.11,50.38,2797115
2021-08-05,50.73,51.46,50.66,51.15,2269449
2021-08-06,51.87,52.485,51.51,52.07,2278640
2021-08-09,51.72,52.19,51.24,51.79,2572897
2021-08-10,51.93,53.855,51.79,53.66,3570271
2021-08-11,53.78,54.32,53.07,54.21,2327684
2021-08-12,54.31,54.575,53.78,54.29,1812959
2021-08-13,54.37,54.82,54.18,54.49,1787213
2021-08-16,53.95,54.2,53.4,53.74,1763563
2021-08-17,53.19,53.5,52.045,52.39,3216862
2021-08-18,52.17,53.56,51.92,52.31,2659691
2021-08-19,51.42,52.17,50.4201,51.21,3300239
2021-08-20,51.41,51.61,50.535,51.26,3377124
2021-08-23,51.67,52.5,51.49,51.55,3053344
2021-08-24,51.82,52.5,51.57,52.16,2887985
2021-08-25,52.3,53.81,52.19,53.56,2636570
2021-08-26,53.77,53.91,51.985,52.25,3529798
2021-08-27,52.37,53.555,52.25,53.54,2114226
2021-08-30,53.83,53.98,51.86,51.9,2716438
2021-08-31,51.76,53.11,51.71,52.9,3690595
2021-09-01,52.82,53.11,52.14,52.49,2901706
2021-09-02,52.66,52.71,51.67,51.89,2669729
2021-09-03,51.64,51.74,50.55,51.06,3693001
2021-09-07,50.86,51.3,50.14,50.17,2784004
2021-09-08,50.08,50.14,49.1,49.84,2671407
2021-09-09,49.99,51.55,49.83,50.74,3086422
2021-09-10,51.22,51.64,50.95,51.03,2351405
2021-09-13,52.15,52.935,51.7,52.83,4218797
2021-09-14,52.82,53.6,51.59,51.74,2824277
2021-09-15,51.92,52.7,51.73,52.47,2625580
2021-09-16,52.81,53.34,52.55,52.56,2401583
2021-09-17,52.98,53.28,52.05,52.47,5592863
2021-09-20,50.84,51.4299,50.28,51.35,3254291
2021-09-21,51.59,51.99,50.89,51.54,2242083
2021-09-22,52.26,53.0,52.08,52.18,2281797
2021-09-23,52.73,53.61,52.67,53.05,1810501
2021-09-24,52.72,53.27,52.3,52.37,3873488
2021-09-27,52.76,53.62,52.43,53.62,2693203
2021-09-28,53.61,54.45,51.87,52.02,2763282
2021-09-29,52.34,52.34,51.15,51.62,2190398
2021-09-30,51.76,51.9652,50.96,51.05,2523652
2021-10-01,51.41,52.16,50.81,51.92,2264094
2021-10-04,52.07,53.26,51.98,53.16,2718890
2021-10-05,53.72,53.94,52.99,53.6,1871852
2021-10-06,53.0,53.96,52.49,53.69,2259691
2021-10-07,53.47,54.44,52.77,52.96,3051780
2021-10-08,53.14,53.8699,52.69,53.0,1804282
2021-10-11,53.285,54.3269,52.33,52.44,2107463
2021-10-12,52.46,53.08,52.22,52.92,2001776
2021-10-13,53.23,53.26,52.14,52.42,2955293
2021-10-14,53.1,53.31,52.29,53.22,3190915
2021-10-15,53.87,55.4699,53.78,54.9,2940068
2021-10-18,54.82,55.7,54.59,54.86,1941795
2021-10-19,54.94,55.23,54.38,54.66,1809757
2021-10-20,54.56,55.92,54.35,55.81,2334557
2021-10-21,55.41,56.28,52.5475,52.97,5692483
2021-10-22,52.91,53.31,50.58,50.7,5975246
2021-10-25,51.05,52.32,50.75,51.36,3409959
2021-10-26,51.49,51.8,50.27,50.36,3741708
2021-10-27,50.0,50.16,47.23,47.3,8073227
2021-10-28,47.43,48.27,47.26,47.93,3435214
2021-10-29,47.53,48.1,47.32,47.74,3020881
2021-11-01,48.1,49.58,48.08,49.23,3089631
2021-11-02,49.08,49.287,48.57,49.1,2504033
2021-11-03,49.18,50.36,48.975,50.06,4048177
2021-11-04,49.85,50.545,48.87,49.16,2792529
2021-11-05,49.77,50.55,49.45,49.45,2685836
2021-11-08,50.04,50.62,49.04,49.32,3309673
2021-11-09,48.99,49.3,48.42,49.08,4060130
2021-11-10,49.28,50.3,49.14,49.46,2480317
2021-11-11,49.72,50.72,49.72,50.49,2180829
2021-11-12,50.61,50.936,50.29,50.58,2626066
2021-11-15,50.5,50.81,49.91,49.93,2630152
2021-11-16,49.8,50.03,48.54,48.72,4195447
2021-11-17,48.48,48.68,47.87,48.0,3357025
2021-11-18,47.94,48.71,47.56,48.51,4025136
2021-11-19,47.97,48.3,47.17,47.93,3411211
2021-11-22,48.55,49.62,48.27,49.01,4325520
2021-11-23,49.1,50.2,48.91,50.05,2799922
2021-11-24,49.62,50.56,49.61,49.93,2267746
2021-11-26,47.99,48.96,47.44,48.38,1971052
2021-11-29,48.82,49.186,47.36,47.71,2915831
2021-11-30,47.01,47.62,45.72,45.83,6874751
2021-12-01,46.67,47.32,44.96,44.97,3264469
2021-12-02,45.97,47.475,45.57,47.23,3589420
2021-12-03,47.22,47.409,45.92,46.31,3330716
