timestamp,open,high,low,close,volume
2021-07-15,282.0,282.51,279.83,281.03,22604227
2021-07-16,282.07,284.1,279.46,280.75,26186848
2021-07-19,278.9335,280.37,274.45,277.01,32935634
2021-07-20,278.03,280.97,276.26,279.32,26259741
2021-07-21,278.905,281.52,277.29,281.4,24364320
2021-07-22,283.84,286.42,283.42,286.14,23384059
2021-07-23,287.37,289.99,286.5,289.67,22768071
2021-07-26,289.0,289.69,286.642,289.05,23176073
2021-07-27,289.43,289.575,282.95,286.54,33604073
2021-07-28,288.99,290.15,283.8303,286.22,33566853
2021-07-29,286.235,288.618,286.08,286.5,17782235
2021-07-30,285.17,286.66,283.91,284.91,20944846
2021-08-02,286.36,286.775,283.74,284.82,16267357
2021-08-03,285.42,287.23,284.0,287.12,17879048
2021-08-04,286.22,287.5883,284.65,286.51,16191301
2021-08-05,286.88,289.63,286.1,289.52,13900167
2021-08-06,288.505,289.5,287.6238,289.46,16589336
2021-08-09,289.75,291.55,287.81,288.33,16117629
2021-08-10,288.8,289.25,285.2,286.44,18616578
2021-08-11,287.21,288.66,285.86,286.95,13955934
2021-08-12,286.63,289.97,286.34,289.81,14570391
2021-08-13,289.48,292.9,289.3,292.85,17283015
2021-08-16,293.19,294.82,290.02,294.6,22516027
2021-08-17,292.39,293.43,291.08,293.08,20075250
2021-08-18,292.04,294.82,290.27,290.73,21812985
2021-08-19,288.6935,297.47,288.64,296.77,29850461
2021-08-20,299.72,305.84,298.06,304.36,40817646
2021-08-23,303.245,305.4,301.85,304.65,22830157
2021-08-24,305.02,305.65,302.0035,302.62,18175774
2021-08-25,304.3,304.59,300.42,302.01,20006057
2021-08-26,300.99,302.429,298.95,299.09,17666084
2021-08-27,298.987,300.87,296.83,299.72,22605726
2021-08-30,301.115,304.22,301.06,303.59,16348072
2021-08-31,304.42,304.5,301.5,301.88,26285338
2021-09-01,302.865,305.19,301.49,301.83,18983826
2021-09-02,302.2,303.3602,300.18,301.15,16290545
2021-09-03,300.99,302.6,300.26,301.14,14751610
2021-09-07,301.005,301.09,298.2,300.18,17184083
2021-09-08,299.78,300.61,297.4651,300.21,15046819
2021-09-09,300.82,302.14,297.0,297.25,19927000
2021-09-10,298.415,299.92,295.38,295.71,19633363
2021-09-13,297.55,298.54,294.08,296.99,23652949
2021-09-14,299.56,301.39,298.1,299.79,21853433
2021-09-15,303.26,305.32,301.82,304.82,28356304
2021-09-16,303.76,305.31,300.76,305.22,19550815
2021-09-17,304.17,304.5,299.53,299.87,41372457
2021-09-20,296.33,298.72,289.52,294.3,38278661
2021-09-21,295.69,297.54,294.07,294.8,22364103
2021-09-22,296.725,300.22,294.51,298.58,26626342
2021-09-23,298.845,300.9,297.5339,299.56,18604601
2021-09-24,298.23,299.8,296.93,299.35,14998978
2021-09-27,296.14,296.47,292.9449,294.17,23571742
2021-09-28,289.795,290.78,282.75,283.52,43186237
2021-09-29,285.1,286.77,283.01,284.0,26353696
2021-09-30,285.71,287.83,281.62,281.92,32343635
2021-10-01,282.1217,289.98,281.29,289.1,30086280
2021-10-04,287.4,287.75,280.25,283.11,31350747
2021-10-05,284.0464,290.398,284.0464,288.76,24993024
2021-10-06,285.78,293.63,285.5093,293.11,28002559
2021-10-07,295.175,296.64,293.92,294.85,20430471
2021-10-08,296.219,296.6409,293.76,294.85,17685700
2021-10-11,292.92,297.97,292.745,294.23,19298634
2021-10-12,295.34,295.44,292.35,292.88,17974143
2021-10-13,294.91,297.28,293.49,296.31,23424025
2021-10-14,299.21,303.27,297.83,302.75,27262902
2021-10-15,302.34,304.45,300.5191,304.21,25384803
2021-10-18,303.57,308.21,302.69,307.29,22729297
2021-10-19,308.348,309.3,307.22,308.23,17682139
2021-10-20,309.21,309.7,306.11,307.41,16537069
2021-10-21,307.1702,311.02,306.36,310.76,16918100
2021-10-22,310.4,311.09,307.8,309.16,17449332
2021-10-25,309.36,309.4,306.46,308.13,17554469
2021-10-26,311.0,312.395,308.5967,310.11,28107349
2021-10-27,316.0,326.0973,316.0,323.17,52588690
2021-10-28,324.325,324.87,321.3601,324.35,26297943
2021-10-29,324.13,332.0,323.9,331.62,34765982
2021-11-01,331.355,331.49,326.37,329.37,26840400
2021-11-02,330.31,333.45,330.0,333.13,25719044
2021-11-03,333.9,334.9,330.65,334.0,21500082
2021-11-04,332.89,336.54,329.51,336.44,23992202
2021-11-05,338.51,338.79,334.4217,336.06,22570098
2021-11-08,337.3,337.65,334.44,336.99,20897001
2021-11-09,337.1071,338.72,334.53,335.95,19890003
2021-11-10,334.57,334.6303,329.92,330.8,25500938
2021-11-11,331.25,333.7746,330.51,332.43,16849844
2021-11-12,333.92,337.23,333.79,336.72,23484434
2021-11-15,337.54,337.88,334.034,336.07,16723009
2021-11-16,335.68,340.67,335.51,339.51,20886832
2021-11-17,338.94,342.19,338.0,339.12,19053380
2021-11-18,338.18,342.45,337.12,341.27,22463533
2021-11-19,342.64,345.1,342.2,343.11,21963403
2021-11-22,344.62,349.67,339.55,339.83,31031113
2021-11-23,337.05,339.45,333.56,337.68,30427563
2021-11-24,336.28,338.16,333.911,337.91,21661307
2021-11-26,334.35,337.93,328.12,329.68,24217242
2021-11-29,334.94,339.03,334.74,336.63,28563481
2021-11-30,335.32,337.78,328.99,330.59,42885609
2021-12-01,335.13,339.28,329.39,330.08,33401146
2021-12-02,330.3,333.49,327.8028,329.49,30765980
2021-12-03,331.99,332.7,318.03,323.01,41779279
