v,vw,o,c,h,l,t,n
612809.0,242.2359,242.82,242.33,243.1,241.72,2019-12-24,9315
1.098813e6,242.3136,242.72,241.9,243.64,241.32,2019-12-26,13818
1.084967e6,241.4215,242.24,241.53,242.99,240.16,2019-12-27,15954
1.454466e6,240.6023,241.4,240.27,242.98,239.4,2019-12-30,21064
1.748329e6,240.3838,240.28,241.07,241.46,238.5,2019-12-31,18621
1.901323e6,239.8458,243.0,240.1,243.19,238.98,2020-01-02,26030
1.879024e6,238.8964,237.1635,238.47,240.26,236.2435,2020-01-03,24157
1.802823e6,239.4769,237.2,240.3,240.45,236.56,2020-01-06,21062
1.522109e6,238.1591,239.31,238.04,240.0,237.59,2020-01-07,24095
2.21485e6,238.5155,237.93,238.22,239.58,236.61,2020-01-08,27582
1.62895e6,238.7581,239.69,238.93,239.69,237.97,2020-01-09,21822
1.777614e6,239.5205,238.68,238.26,240.93,237.61,2020-01-10,23683
2.004364e6,236.4661,238.26,236.92,238.33,234.79,2020-01-13,23679
2.239061e6,239.0891,235.8,240.0,240.68,235.17,2020-01-14,26911
1.920726e6,241.5501,240.67,241.7,242.6,240.05,2020-01-15,21672
2.085686e6,241.4621,242.18,240.5,243.85,239.845,2020-01-16,25312
2.582849e6,241.1739,242.11,241.49,242.14,239.27,2020-01-17,23157
3.094208e6,238.5113,240.97,237.6,242.01,237.26,2020-01-21,32977
1.998233e6,237.289,238.75,236.75,239.7,235.755,2020-01-22,31107
2.088691e6,234.7206,237.06,235.04,237.06,233.07,2020-01-23,28206
5.020236e6,227.3412,235.8,225.59,235.88,224.5,2020-01-24,64404
2.843551e6,223.3703,223.68,222.95,224.93,221.17,2020-01-27,36464
2.10397e6,225.2585,223.57,224.84,226.7,222.85,2020-01-28,27115
2.001389e6,227.3939,225.5,227.15,228.93,225.0,2020-01-29,27995
2.581606e6,225.0325,226.0,226.15,226.97,223.31,2020-01-30,35794
5.968931e6,214.2164,218.7635,216.05,219.08,210.01,2020-01-31,76159
2.56544e6,217.2054,216.39,216.88,219.62,215.56,2020-02-03,31924
2.765342e6,222.012,220.77,221.81,223.85,220.48,2020-02-04,33809
3.669477e6,231.7267,223.74,231.94,234.64,223.74,2020-02-05,51473
2.007526e6,231.0923,233.72,231.45,233.89,229.34,2020-02-06,26590
2.295149e6,229.1544,231.41,229.33,232.18,227.67,2020-02-07,28222
2.144696e6,227.2385,228.15,227.42,228.96,226.26,2020-02-10,28299
1.934539e6,228.6356,227.7,228.96,229.465,226.795,2020-02-11,25026
2.50125e6,227.2253,229.47,227.0,230.23,225.88,2020-02-12,32318
1.946511e6,224.1106,224.99,223.04,226.52,222.82,2020-02-13,26371
1.61196e6,222.8351,222.93,223.48,223.49,221.34,2020-02-14,22026
1.936402e6,221.8042,224.15,221.69,224.35,220.92,2020-02-18,22976
1.322884e6,222.9418,222.94,222.96,224.05,222.05,2020-02-19,18637
1.637976e6,221.1826,223.2,222.14,223.4795,218.51,2020-02-20,23535
2.047484e6,222.5941,222.24,222.79,223.8,220.99,2020-02-21,22124
3.049587e6,218.0404,219.88,217.88,223.99,215.76,2020-02-24,42172
3.915518e6,212.4929,218.08,210.38,219.56,209.82,2020-02-25,51583
3.313975e6,214.7527,216.18,214.54,216.7,212.02,2020-02-26,39894
4.07106e6,208.1897,214.92,203.5,215.28,203.22,2020-02-27,55660
5.316456e6,198.2555,198.05,199.73,203.0,195.18,2020-02-28,70932
4.245732e6,206.868,199.9,212.2,212.37,198.71,2020-03-02,58534
3.975261e6,207.1181,210.34,204.42,216.16,202.66,2020-03-03,59341
3.88045e6,212.0694,209.53,215.11,215.29,207.62,2020-03-04,45509
3.185407e6,211.9102,207.66,212.12,216.39,207.58,2020-03-05,47809
3.100544e6,208.4344,203.97,210.65,211.61,203.82,2020-03-06,42568
4.065565e6,199.0785,197.74,198.37,203.62,190.75,2020-03-09,59614
3.928777e6,203.1058,203.36,206.8,207.1,194.67,2020-03-10,53515
3.77757e6,199.4283,201.0,198.65,203.92,195.81,2020-03-11,50561
4.902612e6,185.4993,184.63,182.24,196.26,181.765,2020-03-12,71994
6.903858e6,196.699,189.76,202.1,203.17,188.52,2020-03-13,104965
4.932563e6,194.2257,184.67,188.68,204.715,182.96,2020-03-16,75165
5.912873e6,204.4713,192.21,207.8,210.91,191.6532,2020-03-17,90746
5.59787e6,204.338,198.56,204.88,210.9,196.7375,2020-03-18,74956
4.796717e6,201.4708,201.0,198.76,208.75,195.27,2020-03-19,70471
5.727006e6,191.4929,198.89,188.25,201.97,186.0,2020-03-20,66086
4.396603e6,185.7263,188.89,185.93,191.955,177.05,2020-03-23,64863
5.288247e6,199.2833,191.47,202.34,202.85,190.01,2020-03-24,71225
5.301004e6,195.0388,197.77,193.14,201.36,190.01,2020-03-25,75749
5.162547e6,196.0957,193.12,198.49,199.72,190.5,2020-03-26,62850
4.11978e6,199.5629,194.42,198.27,205.87,194.01,2020-03-27,53730
3.218998e6,206.727,200.05,208.48,209.45,200.05,2020-03-30,41146
2.929128e6,203.3445,203.49,202.73,207.245,200.7,2020-03-31,36253
2.747906e6,198.0472,197.56,197.81,201.38,194.99,2020-04-01,39217
3.867332e6,205.6161,194.41,208.88,209.53,194.21,2020-04-02,49283
2.281426e6,205.3374,207.43,205.41,209.75,203.03,2020-04-03,34344
3.702502e6,210.1493,212.0,211.58,212.71,206.85,2020-04-06,45581
2.447461e6,211.0733,213.45,208.78,215.18,207.33,2020-04-07,34943
