v,vw,o,c,h,l,t,n
1.292285e6,176.8159,178.27,176.68,178.67,176.0419,2019-12-24,17066
1.458023e6,176.2749,176.45,176.59,176.66,175.5,2019-12-26,16306
1.494585e6,177.0871,176.65,177.26,177.54,175.62,2019-12-27,18073
1.748377e6,176.4036,177.26,175.83,178.9632,175.59,2019-12-30,19533
1.596488e6,176.0721,175.23,176.42,176.59,175.07,2019-12-31,18514
3.498559e6,179.0821,177.68,180.0,180.01,177.1356,2020-01-02,34520
2.525017e6,177.6029,177.02,178.45,178.66,175.63,2020-01-03,29350
2.043131e6,177.8357,177.15,178.62,178.71,176.35,2020-01-06,26962
2.22205e6,177.7275,178.28,177.9,178.51,176.82,2020-01-07,26571
2.796571e6,180.2396,178.0,180.63,181.5,177.65,2020-01-08,30891
2.795912e6,180.9799,181.51,181.2,181.59,179.76,2020-01-09,25666
2.144904e6,181.0774,181.61,180.47,182.18,180.14,2020-01-10,25694
2.143829e6,181.2058,180.94,180.92,182.23,180.36,2020-01-13,25761
2.960898e6,181.4765,180.92,181.37,182.545,180.21,2020-01-14,29258
2.529715e6,180.2834,181.42,179.78,181.86,179.18,2020-01-15,29365
2.191027e6,180.5434,180.68,181.01,181.2,179.69,2020-01-16,27382
4.010404e6,181.3334,181.0,181.35,182.1545,180.7,2020-01-17,27066
3.445926e6,179.7463,181.85,179.39,181.91,178.63,2020-01-21,35610
2.473889e6,178.7265,179.51,178.03,180.57,177.88,2020-01-22,26092
2.408517e6,177.7346,177.07,177.74,178.435,176.39,2020-01-23,27640
2.706186e6,178.6078,178.49,178.15,179.81,177.53,2020-01-24,34479
4.490149e6,177.4715,179.86,175.63,180.59,175.54,2020-01-27,52244
9.022575e6,167.03,171.9,165.58,172.34,165.05,2020-01-28,98872
5.427736e6,163.106,166.35,162.0,166.47,161.53,2020-01-29,58772
4.431391e6,161.2842,161.0,162.51,162.64,158.76,2020-01-30,49612
5.827639e6,159.2332,162.0,158.66,162.652,158.225,2020-01-31,56212
4.020381e6,157.8995,160.03,156.59,160.31,156.38,2020-02-03,42514
4.457043e6,157.7582,159.77,157.24,159.96,157.0,2020-02-04,45444
3.18423e6,161.0116,159.12,162.33,162.33,158.7,2020-02-05,38980
3.49238e6,163.1992,164.49,162.89,165.0,162.47,2020-02-06,38052
2.826023e6,160.6065,161.41,160.08,161.92,159.63,2020-02-07,37791
2.844614e6,159.9812,160.21,160.15,161.255,158.87,2020-02-10,33139
2.342578e6,161.7915,161.0,162.45,162.52,160.02,2020-02-11,28870
