v,vw,o,c,h,l,t,n
1.7726283e7,157.509,158.12,157.41,158.12,157.27,2019-12-23,121832
8.98915e6,157.4053,157.48,157.38,157.71,157.115,2019-12-24,51541
1.4526926e7,158.367,157.56,158.67,158.73,157.4,2019-12-26,92058
1.8414352e7,158.8597,159.45,158.96,159.55,158.22,2019-12-27,115649
1.635672e7,157.6742,158.9865,157.59,159.02,156.73,2019-12-30,134688
1.8393383e7,157.3149,156.77,157.7,157.77,156.45,2019-12-31,123113
2.2634546e7,159.7765,158.78,160.62,160.73,158.33,2020-01-02,175502
2.1121681e7,159.179,158.32,158.62,159.945,158.06,2020-01-03,166450
2.0826702e7,158.4836,157.08,159.03,159.1,156.51,2020-01-06,148389
2.188174e7,158.2987,159.32,157.58,159.67,157.32,2020-01-07,167836
2.7762026e7,159.6,158.93,160.09,160.8,157.9491,2020-01-08,198630
2.139973e7,161.8187,161.835,162.09,162.215,161.03,2020-01-09,160995
2.0733946e7,162.0945,162.8235,161.34,163.22,161.18,2020-01-10,160002
2.1637007e7,162.5914,161.76,163.28,163.31,161.26,2020-01-13,155175
2.3500783e7,162.711,163.39,162.13,163.6,161.72,2020-01-14,176572
2.1406771e7,163.346,162.62,163.18,163.94,162.57,2020-01-15,167359
2.386536e7,165.4093,164.35,166.17,166.24,164.03,2020-01-16,169029
3.4371659e7,166.6855,167.42,167.1,167.4675,165.43,2020-01-17,201344
2.9286191e7,166.9603,166.68,166.5,168.19,166.43,2020-01-21,179782
2.4138777e7,166.3296,167.4,165.7,167.49,165.68,2020-01-22,181397
1.9680766e7,166.3697,166.19,166.72,166.8,165.27,2020-01-23,134803
2.4918117e7,165.8513,167.51,165.04,167.53,164.45,2020-01-24,198575
3.2078067e7,162.3536,161.15,162.28,163.375,160.2,2020-01-27,238977
2.489994e7,165.1146,163.78,165.46,165.755,163.073,2020-01-28,172402
3.5127771e7,168.1809,167.84,168.04,168.75,165.69,2020-01-29,279793
5.159347e7,172.4802,174.05,172.78,174.05,170.79,2020-01-30,408450
3.614269e7,170.6209,172.21,170.23,172.4,169.58,2020-01-31,290137
3.0149052e7,173.2983,170.43,174.38,174.5,170.4,2020-02-03,220735
3.6433339e7,178.9967,177.14,180.12,180.64,176.31,2020-02-04,270084
3.9186324e7,180.4486,184.03,179.9,184.2,178.4101,2020-02-05,323395
2.7671381e7,182.5847,180.97,183.63,183.8199,180.059,2020-02-06,230442
3.3511074e7,184.1795,182.845,183.89,185.63,182.48,2020-02-07,245035
3.5844267e7,186.9678,183.58,188.7,188.84,183.25,2020-02-10,260619
5.3159906e7,186.815,190.65,184.44,190.7,183.5,2020-02-11,476625
4.7062921e7,183.8736,185.58,184.71,185.85,181.85,2020-02-12,378189
3.5295834e7,184.3966,183.08,183.71,186.23,182.872,2020-02-13,292075
2.3149516e7,184.4383,183.25,185.35,185.41,182.65,2020-02-14,181074
2.7853098e7,186.8286,185.605,187.23,187.7,185.5,2020-02-18,235448
2.9979871e7,187.3321,188.06,187.28,188.18,186.47,2020-02-19,192918
3.6862376e7,184.2513,186.95,184.42,187.25,181.1,2020-02-20,309644
4.8600385e7,179.4969,183.17,178.59,183.5,177.25,2020-02-21,409067
6.8311066e7,171.4975,167.77,170.89,174.55,163.23,2020-02-24,621686
6.8060395e7,170.3379,174.2,168.07,174.84,167.6462,2020-02-25,581400
5.6387016e7,170.6653,169.71,170.17,173.26,168.21,2020-02-26,490428
9.3174906e7,162.9986,163.32,158.18,167.03,157.98,2020-02-27,866603
9.7073557e7,158.4436,152.41,162.01,163.71,152.0,2020-02-28,844896
7.103081e7,167.7688,165.31,172.79,172.92,162.31,2020-03-02,599577
7.1677019e7,167.7047,173.8,164.51,175.0,162.26,2020-03-03,646145
