v,vw,o,c,h,l,t,n
9.548843e6,145.0756,145.91,144.68,146.33,144.33,2019-12-23,81714
3.636028e6,145.0672,144.58,145.29,145.43,144.45,2019-12-24,29680
4.494e6,145.542,145.4,145.7,145.86,145.17,2019-12-26,40387
5.583813e6,145.9293,146.05,145.75,146.51,145.45,2019-12-27,47915
6.732005e6,144.1954,145.75,143.77,145.87,143.4,2019-12-30,68234
5.742275e6,144.1227,143.67,144.63,144.77,143.26,2019-12-31,51084
9.707617e6,146.9811,145.29,148.2,148.2,145.1,2020-01-02,93316
7.527902e6,146.8066,146.4,146.5,147.9,146.0549,2020-01-03,73406
8.430307e6,145.1588,145.54,145.65,146.03,144.31,2020-01-06,80333
7.146186e6,146.0158,145.99,145.7,146.8699,145.42,2020-01-07,73185
7.125796e6,145.494,145.49,145.4,146.13,144.82,2020-01-08,63324
6.80348e6,145.2591,146.47,144.83,146.625,144.61,2020-01-09,63292
5.267105e6,144.8275,145.3,144.62,145.5,144.26,2020-01-10,52961
1.0098408e7,143.9467,144.75,143.88,144.75,143.36,2020-01-13,81276
1.5036398e7,144.8038,143.41,145.2,146.72,142.29,2020-01-14,128849
6.94511e6,144.719,145.71,144.32,145.71,143.93,2020-01-15,65204
7.181254e6,144.974,145.09,145.12,145.43,144.44,2020-01-16,58039
1.1284131e7,144.6718,145.54,144.33,145.64,144.01,2020-01-17,69426
9.469922e6,143.5914,144.24,143.56,144.59,143.01,2020-01-21,97861
7.732926e6,144.1176,144.45,144.01,144.79,143.54,2020-01-22,81253
1.1203187e7,141.9808,143.6,142.2,143.61,140.65,2020-01-23,121989
1.3281271e7,140.449,141.4,140.08,142.25,139.2,2020-01-24,150718
1.3247524e7,136.3704,135.86,135.9,137.73,135.0,2020-01-27,136494
1.0578734e7,137.8798,136.5,138.37,138.93,135.86,2020-01-28,98783
9.51864e6,136.6857,138.6,136.06,138.68,135.795,2020-01-29,101323
1.2086674e7,136.5019,135.09,137.81,137.85,134.83,2020-01-30,125409
1.259107e7,138.0174,138.4,138.31,138.67,137.06,2020-01-31,140789
1.2915514e7,141.0492,139.79,141.32,141.82,139.75,2020-02-03,129742
2.3901261e7,144.8262,145.49,144.73,145.59,143.25,2020-02-04,226971
2.8229265e7,141.7609,146.6,141.37,147.3,138.57,2020-02-05,264093
9.746939e6,142.6327,141.92,142.7,143.945,141.22,2020-02-06,107555
1.1175549e7,140.9527,141.89,141.02,141.9895,140.12,2020-02-07,102593
8.379776e6,141.8779,141.03,142.59,142.59,140.46,2020-02-10,82793
1.0935237e7,141.2483,142.85,141.01,142.99,140.46,2020-02-11,97425
8.327809e6,141.8353,141.34,141.85,142.22,140.87,2020-02-12,74742
7.655169e6,141.307,141.17,140.9,141.9,140.82,2020-02-13,61243
9.22192e6,139.8831,141.1,139.54,141.28,139.13,2020-02-14,80828
8.470689e6,138.8206,139.02,139.14,139.66,138.1,2020-02-18,83656
7.204245e6,141.0418,139.63,141.3,141.87,139.23,2020-02-19,73316
6.138598e6,140.1039,141.63,140.37,141.63,138.85,2020-02-20,71273
8.085618e6,139.1195,139.86,138.97,139.88,138.58,2020-02-21,78269
2.0008693e7,132.8099,132.9,133.01,134.4365,131.21,2020-02-24,206890
